sample_id,g_re_0_0,g_re_0_1,g_re_0_2,g_re_0_3,g_re_0_4,g_re_0_5,g_re_0_6,g_re_0_7,g_re_0_8,g_re_0_9,g_re_1_0,g_re_1_1,g_re_1_2,g_re_1_3,g_re_1_4,g_re_1_5,g_re_1_6,g_re_1_7,g_re_1_8,g_re_1_9,g_re_2_0,g_re_2_1,g_re_2_2,g_re_2_3,g_re_2_4,g_re_2_5,g_re_2_6,g_re_2_7,g_re_2_8,g_re_2_9,g_re_3_0,g_re_3_1,g_re_3_2,g_re_3_3,g_re_3_4,g_re_3_5,g_re_3_6,g_re_3_7,g_re_3_8,g_re_3_9,g_im_0_0,g_im_0_1,g_im_0_2,g_im_0_3,g_im_0_4,g_im_0_5,g_im_0_6,g_im_0_7,g_im_0_8,g_im_0_9,g_im_1_0,g_im_1_1,g_im_1_2,g_im_1_3,g_im_1_4,g_im_1_5,g_im_1_6,g_im_1_7,g_im_1_8,g_im_1_9,g_im_2_0,g_im_2_1,g_im_2_2,g_im_2_3,g_im_2_4,g_im_2_5,g_im_2_6,g_im_2_7,g_im_2_8,g_im_2_9,g_im_3_0,g_im_3_1,g_im_3_2,g_im_3_3,g_im_3_4,g_im_3_5,g_im_3_6,g_im_3_7,g_im_3_8,g_im_3_9,eta_0_0,eta_0_1,eta_0_2,eta_0_3,eta_0_4,eta_0_5,eta_0_6,eta_0_7,eta_0_8,eta_0_9,eta_1_0,eta_1_1,eta_1_2,eta_1_3,eta_1_4,eta_1_5,eta_1_6,eta_1_7,eta_1_8,eta_1_9,eta_2_0,eta_2_1,eta_2_2,eta_2_3,eta_2_4,eta_2_5,eta_2_6,eta_2_7,eta_2_8,eta_2_9,eta_3_0,eta_3_1,eta_3_2,eta_3_3,eta_3_4,eta_3_5,eta_3_6,eta_3_7,eta_3_8,eta_3_9,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,D_0,D_1,D_2,D_3,step_0_0,step_0_1,step_0_2,step_1_0,step_1_1,step_1_2,step_2_0,step_2_1,step_2_2,step_3_0,step_3_1,step_3_2
0,-0.06051901617342396,-0.08657309412197325,-0.4798501431776597,-0.0624398646684884,-0.020618844626015542,-0.1798632018054738,0.053034404118735175,0.20488526546148522,-0.3357155731305328,-0.15160939169785903,0.46530696414207645,-0.07765520027900623,-0.01799737299513703,-0.1247199560565066,0.2615801413781641,-0.14096399740006402,-0.07635090082609862,-0.17909603075080638,-0.3421016334067487,-0.20764242338002445,0.05838042415105887,0.11906675584984758,0.23372865203056092,-0.036629350641259856,-0.06260803167254589,0.0697521064988837,-0.22171191538548043,-0.5637358732855091,0.1920128594164775,-0.41843887551942605,0.33105739478455465,-0.1123742874129276,-0.23401914236782012,0.1157662377904135,-0.3325498258503124,0.03233788405984175,0.040852255045427395,-0.2681327019807166,-0.3109232217075622,0.033302662959164724,0.07480479536448777,0.1099390229400639,-0.2446903131700502,-0.11977029433869125,-0.18990920853221666,-0.027540302317163874,0.44906294986157796,0.14600137308352987,0.40595103776672253,0.15791135485615793,-0.10816238863307964,0.1385932572692583,-0.016567369779940274,-0.1829664559050001,-0.3304039235886689,-0.21607584208998898,-0.07286694606205624,-0.012590733611671819,0.4067789835095541,-0.28944805794660067,0.12946661816389543,-0.10729054590926766,-0.08854195395975678,0.22722266044831124,0.2132458391498302,0.048303836695742855,-0.057182187577278866,0.37130943663849075,0.09061362279087574,0.23204206871356145,-0.3531298680291643,0.11201468916625351,-0.2355686536773372,0.12621470983643224,-0.38682339417069067,0.2233353255120004,-0.16483696212930543,0.10471133969904045,-0.22343867070892762,-0.17430568785867606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09715726030217621,0.1672149325578585,0.16683033699337613,0.08655592368259046,0.025590823195942115,0.06420020495035832,0.11847374405429603,0.19719210137030616,0.14420084965663038,0.11589552625633219,0.08113878287331827,0.03372105009256658,0.061045199529186314,0.01972990417815524,-8.777925445750725,-4.434704782713979,0.0,-4.981875855764713,-5.717117032001482,0.0,5.970463110518779,3.610349913935721,0.0,1.0526023084248664,10.326460367209592,0.0
1,-0.398470485753523,-0.24883074407990105,0.19362786816074204,0.2187797729217308,0.10938206502149983,-0.10130181879820528,0.1982836881347986,0.3057000005892306,-0.3292351192418605,0.10719199511752357,0.04880584456314161,-0.12819905964578798,0.2521565233992363,-0.23979840098337352,0.5530059886731952,-0.11624768431605714,0.24028487948769167,-0.04519431911323429,0.3238793044980805,-0.05412198319796336,-0.24900397181178724,0.21949041190002772,0.10728240242461068,-0.4278444826561155,0.28919405207959314,0.09290789619465821,0.12338742385085393,0.0037125687487528387,0.12099005909163059,-0.22539391366283174,-0.012377788010162578,0.13568434098745993,-0.3856210321201438,-0.3395588729526224,-0.11571031921382308,0.0052864611823340586,-0.22304960161011791,-0.06333707402427971,-0.4695606582149179,0.10230181847610303,0.2743564103775487,0.11265864504652033,0.11038202443416728,0.25566613043806424,-0.20537357569615852,0.06768917628613622,-0.21412873104388022,0.22827500374420437,0.15162125899297776,-0.2929921499515421,0.028793191431906687,0.08909656001467713,0.14528512407854274,-0.1832558475861398,0.13384457295038082,0.09770510524821806,0.20418074481081316,-0.2330251680591911,0.43026631110793384,0.03351620165116007,-0.059200162045881084,0.19876740460387843,-0.24121342955203215,0.23603308151352076,0.10247754121844586,-0.13781067242406395,0.2579493098366527,-0.15147588357450775,-0.13619629952235685,0.47736978810010106,-0.09649000695422967,-0.03582601552921248,0.15435170614873356,0.09677812709481057,0.28713951135123283,-0.11479804930521159,0.26673821719642093,0.3815466614074031,-0.23992279094677713,-0.07482168947567244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1834560204271825,0.1884328170926662,0.19096048669656596,0.09023290914619712,0.08986107379655739,0.05725995977175001,0.1958801772800642,0.15287827897942716,0.061564787655598835,0.023161746397163275,0.027867284964333452,0.010629487806818966,0.08913858064312084,0.06294071161018235,-6.598158074372066,3.7047707082411705,0.0,-0.029528691989071376,-6.281736879906958,0.0,7.511256189373455,11.001431208211557,0.0,-1.8813525066759098,8.228442520525135,0.0
2,-0.054822315949627276,-0.07836931764160945,-0.22257208832977754,-0.010139262630255325,-0.11078270736324317,-0.21602352212623221,0.15376220329190718,0.2401172258968141,0.008880273846863865,0.3720491319979355,0.28678317734932407,0.011399930220235792,0.14258641716830392,0.10396119743786898,-0.1745112364548106,0.05826937864890946,-0.2534592382317628,0.0784175550189173,0.2549643176495304,-0.11505743817680898,0.1625023350209338,-0.1534849183604382,0.08447106581448209,0.039917122117126426,0.08501642042759704,0.10152224384349795,0.16311369334825312,0.16184067174933972,-0.0305076519470987,0.2605278291449769,0.1136689273963979,0.17490975479642995,-0.5365430568746997,0.020262038169984124,0.11590866343083857,-0.3054391385816107,-0.06271632337121728,-0.2036418834912865,-0.19465995928816304,-0.12084839838984827,0.16336358884826477,-0.41897109328226384,0.007676009223821323,0.10111097938108922,0.35331795640299823,0.07810275622532294,0.10700242435155036,0.4707472020103398,0.17066274293694741,0.23844394072458472,-0.39321042375353327,-0.22498388170526815,0.2065188853440131,-0.1413546681309578,0.09673457500003585,-0.3411325738993915,0.2970481433663753,-0.2677844348989206,-0.3477547996365963,0.17184101575571842,0.0747719069056783,0.40637970044301286,-0.3442269890228019,-0.06734076133022616,0.4848695142055498,0.14171919032109379,-0.12320591421419799,0.3941402777427598,0.25667030122230033,0.12968098494807237,-0.035115039067962824,0.18805398763679015,-0.02064002872245357,0.42553626776499187,-0.3991605800333939,-0.005057490833463986,-0.015591054253555113,0.28010458773442043,-0.015097148749833528,0.08473517468584744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15278829115591092,0.15238150283222138,0.12266282619001162,0.06131794302842959,0.08485977361286585,0.06156782698450086,0.022553060972290095,0.09497433976627814,0.024306039822646664,0.13668546075001745,0.05707806266471575,0.023171513442146845,0.07545303251247701,0.03631601894635128,-14.174592346209977,-3.4749305712171292,0.0,-9.240355669992937,8.160253219795692,0.0,-7.274689682048347,0.5947504745255401,0.0,2.891749575483857,-6.389426458639264,0.0
3,0.2115754867138479,0.5005380289495415,-0.06976236123030784,-0.025715255848127533,0.11732767452329237,0.34926581484255936,-0.005120107559257547,-0.007070940059685145,-0.14944381376720517,0.24547777031254145,-0.21219556025759145,-0.0012126588659211394,0.05523183917275396,-0.07612969526301014,-0.009411499280501863,-0.4559102865115664,-0.30518112826240806,-0.13853573477176,0.25063282646765933,-0.15835418063200815,-0.004613566585627325,-0.3241177720322906,-0.0004241654200146971,-0.1165056871539267,0.18243453174537594,0.19530989640275184,0.18229519398870642,-0.08941615297248366,-0.226111204475801,0.16003877655640225,-0.2924695077126726,0.034265366235839596,0.3268747262563485,-0.14362677698699597,0.19555465926433932,-0.20318318386792736,-0.0718516130107718,0.21090959847967744,-0.09247120997534963,-0.19368595458653298,0.1979632947938943,0.10491927753246097,-0.16275245562578702,0.048741523727208316,0.2830380989701928,-0.44440661317509056,-0.2462562268433352,-0.22138326762711766,0.02897243919750723,0.11656128536571257,0.32378759105315047,0.0036630484223832286,-0.04529370680440693,0.3561068089936212,0.16565142207290737,0.36136823420120334,-0.35345434581248797,-0.11436141032263605,0.08947872653408002,-0.014291446902369845,0.3311799358869407,-0.5983501354874853,-0.3029322863511006,-0.16760273886910665,0.10527450195284148,-0.03759791762060999,0.11997573695346679,-0.10429029138256585,-0.022069050277425634,-0.2571831071284727,-0.06174104662136452,0.18686888022645295,0.27218925881895767,0.021277991921322813,-0.18000673853004195,-0.08822426776332055,-0.2680648048314715,-0.449891979396573,-0.42495490526140195,-0.04764644775167326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.053151562824737666,0.11744888781789625,0.028439168113574394,0.19165229599278238,0.16717591580565114,0.16663205994535274,0.0904448074506014,0.0774542737575421,0.03361422081562512,0.13123346644885356,0.03802574279231478,0.03709365142563152,0.023121610678220803,0.041299149370543284,6.0007176160613085,1.1595948013660973,0.0,-7.884885363668559,6.61363141037711,0.0,2.7268546316194033,11.50683912566248,0.0,-12.899869745104468,-7.530613254621301,0.0
4,-0.020173939600440272,-0.31407858070295225,0.0826015472880049,-0.06690083366935529,0.05661473299336167,0.26953124592535077,0.5098311612336358,0.01611711435067848,0.5407231368583189,0.038416442737466,0.20214357204670183,0.07305163063901252,-0.17809362248023392,-0.5089185414095332,0.15639734685349943,-0.3891087232399177,0.18346822094440146,-0.12857613407582102,0.34137653324420675,-0.08589693732864691,-0.40907851420679453,-0.3145396710976108,0.22590380000754065,-0.011928266189696838,-0.10591016947943746,0.1929068893437231,-0.045019433848488846,0.2842659071726114,-0.1561439979087992,0.009733256148083454,0.3701772073176296,-0.24931119658884549,0.33185752334165836,0.09930477449445411,0.1487590416573193,0.23565313756562886,0.2763028601139644,-0.09618041000759178,-0.12052786791772054,0.2805715667539539,0.1387885732754947,-0.290229258133719,0.14323141150278035,-0.2517778109431478,0.06908242911283374,-0.00744574319887022,-0.028404802071996037,0.12457452153339098,-0.2262479728093512,-0.002736293643046933,-0.3030515634679646,-0.01520517766283614,-0.1020374934258689,-0.10245314405654406,-0.2487073301342338,-0.10428143194659112,-0.13232712153989407,-0.28536364044505635,0.0914846825504335,0.14173791362988694,0.22273662140187064,-0.1993002211013248,-0.279994346627492,0.19191320560660374,0.21972314656230177,0.35097774445535823,0.09724187574443609,-0.07401123989695306,-0.3627197117403533,0.06544169605832513,0.2022703236096374,-0.06751144780946512,-0.010284592567902677,-0.03234228495384678,0.08297674703020685,-0.23738511778980348,0.3157403771976381,-0.07373318082197537,-0.15921882318313318,-0.4289289336864332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09074402260665093,0.12720174615257784,0.1818602959561792,0.06135132408328062,0.05219269348835738,0.09761177710525537,0.03865886373533897,0.17356950957377035,0.1720402085632906,0.043496597725009405,0.010676727924752471,0.02937238512190954,0.02463396470668385,0.0600731885096534,1.7278250459696665,8.06622835290618,0.0,-6.238060692910153,-2.5065320592667035,0.0,2.18403442308022,14.376875499959027,0.0,4.580528506363464,3.9595607629825906,0.0
5,-0.06025887520263095,0.09560520033374167,0.3635864817757258,0.04310019448767085,0.14444951953132432,-0.3157397457107665,-0.34904048720255215,-0.2349486889513472,-0.24785150057509672,-0.18839006760391666,0.10608841393629803,0.12547048004574576,0.17691065685766702,0.17838585451105066,-0.034562314254453955,-0.09650835291204375,0.08835106879839784,-0.1957535384271735,-0.11119309074325773,0.1921710164562338,-0.08182059096062241,-0.048792314739090334,0.03404207837019973,0.6333334340888847,-0.30402699370259145,-0.20097386317025903,-0.11111597411008767,-0.05120651997173522,-0.33171867148360984,0.004278435721663628,-0.12962929785585683,0.03865286033401513,-0.23256955913795097,-0.020883182133772743,-0.15895502964293423,-0.20114701156496742,-0.5134984389043035,-0.22917279575857252,-0.38769936614394357,0.017171197368861177,-0.27708385220335763,-0.18630326583303822,0.22224305659022722,-0.365489906360623,0.28185831802780525,-0.12247052815538134,-0.08603200360447769,-0.011857071809159347,-0.2447385008951448,0.0482264157172352,-0.2625616077985257,-0.49562335978856814,0.17036763323218326,-0.22628142145805066,0.21058635110666737,0.17869652527316965,-0.4106882243975173,0.04024721805390205,-0.3015923495468185,0.26762838004972084,0.28145234001642044,-0.13803415981670683,-0.03527179053888759,0.14153259622320655,0.3240930610013443,-0.06442763814668369,-0.1332239360077035,0.01707854017070829,0.2114188579536069,-0.19833647977383348,0.1984060928300411,0.29216506726327973,-0.18373457411928576,0.06497922539238091,0.16761911593386214,0.4265283944513621,0.02351525434622756,0.14017893854399693,-0.0004432866889789727,0.0413783955642821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13527296345869388,0.16502885274020196,0.051293061167799914,0.1036111370800301,0.04700033382386416,0.06113751132695826,0.031729284674057466,0.05556196324399143,0.10202438318767286,0.08918343881185262,0.03217554004509821,0.01119631122208797,0.08975953372097854,0.03679461306205336,12.333999299791572,0.8209683733057744,0.0,-5.048701459347512,-1.9126813139005492,0.0,-2.3301901864040246,3.052205051283096,0.0,-4.208789180537565,3.6925607456520027,0.0
6,0.0507577524325209,-0.2896592879435308,0.03528068292936518,-0.13614446056418683,-0.07610645550676115,-0.21483353158101834,0.4825844313141763,-0.057027319046911246,0.029358765464303226,-0.26224025807385043,-0.017217405605924878,-0.14423685485237106,0.302746567063235,-0.35074275169505703,-0.48188053417312965,-0.0009171971959077283,-0.2903194798901195,0.03177350383425672,-0.2547042985998567,0.2317704154102395,0.00953305065576541,0.007881731020103975,0.1015812554446146,0.052046609556868184,-0.13165692530951037,-0.3366603047151381,0.044454874778120664,0.026379832270135104,-0.016355686203323637,0.19119205307159415,-0.040905464384396885,0.07828990353543032,0.3087287950556251,0.23391782655571444,-0.1878511200904263,0.14163414106969557,0.03925992815789113,-0.10323534666776044,0.6515017275037523,0.22108664435099737,0.16377455531783236,-0.12974805474225828,-0.10855698772947424,0.0506045240749501,-0.07202081689994387,-0.5534570736782697,0.14288283600935314,0.0516617924833529,-0.33382902901766626,-0.178867639666775,0.1077206738261353,-0.07902295374561905,0.22592419730270494,-0.2942211473744307,-0.11611294888293444,-0.24664433613303408,0.16388779317602603,-0.25622102908730676,0.05833202403945164,-0.04943667729462125,0.36475393643330367,-0.351210951469261,-0.5524676570099246,0.14290979595227074,-0.22176969568381003,0.15314612462653002,-0.0616872109737397,-0.2856199452000235,-0.27659101635403177,0.009548464971581799,0.07729673397882292,-0.17509827227629704,0.05268096918584887,0.040901467592311766,-0.0075254942118445755,-0.08744343774558484,-0.026728094873367383,0.28492320419908157,-0.36107513555081927,-0.20057215393138675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032387966461636664,0.1310585857565417,0.09161241177202066,0.1603175748980758,0.16579985638619224,0.18528149205310734,0.04159169904226296,0.09508899602283298,0.08518635838909216,0.07670506008938194,0.0278318339339863,0.015891409567478674,0.07983233891463433,0.041476666719237894,-2.8338958882758902,1.5974657180479142,0.0,-0.1740329528155371,5.061237555199654,0.0,-5.35692782226306,-6.8826371159601365,0.0,-7.2551595676337115,1.7902906166978596,0.0
7,-0.08552191662262361,0.028128099418020032,-0.24166059520644526,0.13796987317276901,0.11270884763678858,0.02920988654647648,-0.28326228985707885,0.2873917488769403,-0.35376712967529617,0.23292136640150435,-0.23393031320214994,-0.21096056680879227,0.005495556909364072,-0.2633067864351503,0.13604133664966825,-0.17450701259582324,0.21056627426804078,-0.06820802600128772,-0.10124069152052875,0.0844381424154755,-0.49289052779376274,0.14009452554657745,0.1304780690838256,0.05618536593847591,0.16194511074849294,0.03025364041019336,-0.08774304063033095,-0.23233753026143752,-0.4920395523751176,0.03943028380879617,0.17865041315576952,-0.13395994561332547,-0.08564989103114422,0.1410665955231994,0.09061767170923882,-0.2616903216546805,-0.2681739766538734,0.44657237412396344,-0.014503620937651169,0.04038232883282643,0.12161883466266889,0.24629137732053083,-0.012375110059186206,-0.11363585361804038,-0.24609999253136114,0.3578849028475495,-0.28609649650199237,0.218325083959796,0.3006263391727215,0.2482152416678381,0.2915613390767733,0.11331596007609933,0.05082269894346405,0.30819339478867347,0.1398339948272892,-0.22364293232841015,0.2973050178704326,-0.4112262773072594,-0.22351217629850262,0.3790017287132236,0.0073529893688496425,0.0636763389949099,-0.23174498003499558,0.4774598110946846,0.08245447566631327,0.11004369301651457,-0.17938449828662678,-0.15913122504295907,-0.0346598613454405,-0.14621502991181823,-0.2830115427726071,0.09932328321736396,-0.037484255492574926,0.39846099784504685,-0.2594868286125279,-0.08040591807352854,0.30743670015852287,-0.14467569662912588,0.36260882680090667,0.04642714809430502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04552206214258498,0.04031572355100667,0.11463347107888172,0.06561318756775822,0.1083094146176325,0.030785265762947378,0.11695042492766984,0.0234391030507642,0.06966428860673055,0.046069648044397865,0.08232167969213339,0.07085578148000501,0.06129841478286597,0.08850670864164283,4.193954258349606,4.81235174414536,0.0,6.703560122332021,13.14600968022512,0.0,3.1841196657400133,4.923188048964363,0.0,-7.469375257293223,10.921558111151995,0.0
8,0.2507429602635548,0.13710523846304143,0.11899122168465508,0.37634866592266103,0.42921691234163556,0.306741264532025,0.11077689879954959,-0.22602868613918606,-0.1200588885098601,0.2571265939384367,0.3977225334879475,-0.10906849185374136,0.2237907145202014,0.32660798309327155,0.07540881214621567,-0.30262006782065043,0.05566199290122757,0.21357752370812458,0.06608560518484596,0.04759605292314563,0.29105956679619255,-0.3873202040075064,-0.2969921875864649,-0.2979373963156099,0.17511712343181074,-0.1373520888194124,0.2666908586728225,-0.42866746088324126,0.06729237637736835,0.030880932088087558,0.3100170123384637,-0.061663624008603105,0.05678241553174342,0.13583984853058934,0.006025165265072985,0.36439854903416785,-0.14131143728218185,0.015005909760521631,0.24005472312378404,0.11550987227066224,0.04750758889565806,0.1592936333008948,0.08009376366230817,-0.19382664782831258,0.041177194553119044,0.14602068369984178,-0.02474051726659006,0.07758189233142145,-0.48271511926910105,-0.07777581108574554,-0.12080246342081635,0.2984493183211523,0.040171206899443396,0.08269715909944414,-0.18332808069079437,0.2393627705754097,0.41845103477716394,0.3161968902302907,-0.205196922043708,-0.018576150883959107,0.17263919786176657,-0.01852100669350917,0.23117874192770746,0.3189586460547031,-0.0016045097744091822,0.17470648006338993,0.1963039091462447,0.03081397832684981,0.15172720727835826,0.006832444952009883,0.045623865483007155,-0.13999959060040645,-0.07713736221602564,0.2609582387240248,0.03680715331830328,0.17517040838899903,-0.6985519908797659,0.15480194380599877,0.10330399586801839,-0.06359527953141543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19802415904070375,0.19943582347488403,0.07437922166572401,0.13220500229469023,0.09204469287971524,0.17760330675330346,0.04324312829443373,0.040048671305623854,0.024727194198227727,0.024045736158885084,0.06106641101558368,0.011152949301452343,0.019816555755023925,0.08766877507059535,0.7236976921639098,-6.505671990508773,0.0,-0.1118499602338261,5.80785013388811,0.0,10.26490036446205,-1.2344248289081463,0.0,-9.229749699517697,4.549757292959981,0.0
9,-0.044044318854362476,0.6295376745953898,-0.1595325676904039,0.0026593963951854656,0.15879486397349007,0.3003853474204103,0.0508702897147803,0.08809204342506975,0.1482416681586899,-0.016015133785534836,0.11501623396694848,-0.0438585338386342,0.03835144562116066,0.1690619462483771,0.22273222935892553,0.17463242999982137,-0.19606465347602345,0.03456478257612516,0.3766549883154169,-0.14523698503768176,-0.13012991337268592,-0.05831690567169227,-0.29986924139877447,-0.08888423443335781,0.14344944180683183,-0.14692587692153478,-0.10946818679230609,0.5581505266667016,0.2279566778276188,-0.11113321747454989,-0.12488097595296098,0.0704611015269838,0.03599016194969474,0.027508806514831723,0.02837737923866915,0.3179781198323744,0.009016594805940683,-0.12717838438567255,-0.4826971645912883,-0.29958996247697817,-0.42376330808005214,0.06585170296525575,0.06177029003672704,-0.07132526841056255,-0.14818043702869027,-0.26459961620385086,0.26470571572916635,-0.2635261400441015,-0.062050867992043506,-0.010342271935250972,-0.581236588202232,0.08158122804818846,-0.02041357557748713,-0.23066002040108818,-0.18593362259458673,-0.19664623506433337,0.013633810029661898,-0.37019143998259374,0.011163404858098844,0.2517627215985786,-0.07856540377131158,0.24332606577929825,-0.30904983971317557,-0.11194538859746578,0.22628544849120732,-0.022806150389132397,0.0015955008257429464,0.3240774175802396,0.29396566429949145,-0.18776277851107903,-0.3097772327560927,0.1323955364683029,-0.4136483858297017,0.1666235257518197,0.20860312007220982,0.2617409694931675,-0.15453005812940807,-0.2960281417476622,0.016723829767466322,-0.017084156616050054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12836983129258223,0.10510433973159154,0.16744934443844173,0.025899410937949414,0.11400757355049583,0.09426058346933631,0.17176247696736513,0.15606998076463832,0.12064666002638556,0.1544635034378664,0.07107665172414639,0.0698146561090356,0.05635211730082459,0.04965945889087796,-0.6434843181013434,7.029709516416432,0.0,6.6532551571208955,-6.882139832851664,0.0,0.567680840073649,-3.2849787046621373,0.0,-7.5029543448494564,-4.532424351563407,0.0
