sample_id,g_re_0_0,g_re_0_1,g_re_0_2,g_re_0_3,g_re_0_4,g_re_0_5,g_re_1_0,g_re_1_1,g_re_1_2,g_re_1_3,g_re_1_4,g_re_1_5,g_re_2_0,g_re_2_1,g_re_2_2,g_re_2_3,g_re_2_4,g_re_2_5,g_re_3_0,g_re_3_1,g_re_3_2,g_re_3_3,g_re_3_4,g_re_3_5,g_im_0_0,g_im_0_1,g_im_0_2,g_im_0_3,g_im_0_4,g_im_0_5,g_im_1_0,g_im_1_1,g_im_1_2,g_im_1_3,g_im_1_4,g_im_1_5,g_im_2_0,g_im_2_1,g_im_2_2,g_im_2_3,g_im_2_4,g_im_2_5,g_im_3_0,g_im_3_1,g_im_3_2,g_im_3_3,g_im_3_4,g_im_3_5,eta_0_0,eta_0_1,eta_0_2,eta_0_3,eta_0_4,eta_0_5,eta_0_6,eta_0_7,eta_0_8,eta_0_9,eta_1_0,eta_1_1,eta_1_2,eta_1_3,eta_1_4,eta_1_5,eta_1_6,eta_1_7,eta_1_8,eta_1_9,eta_2_0,eta_2_1,eta_2_2,eta_2_3,eta_2_4,eta_2_5,eta_2_6,eta_2_7,eta_2_8,eta_2_9,eta_3_0,eta_3_1,eta_3_2,eta_3_3,eta_3_4,eta_3_5,eta_3_6,eta_3_7,eta_3_8,eta_3_9,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,D_0,D_1,D_2,D_3,step_0_0,step_0_1,step_0_2,step_1_0,step_1_1,step_1_2,step_2_0,step_2_1,step_2_2,step_3_0,step_3_1,step_3_2
0,0.04730144119175336,-0.1273236011322787,-0.33359726757422054,-0.5506174730442046,0.23727291389148242,-0.293710150887151,0.7680609892753107,-0.2726465879417202,-0.31565176340699885,0.12806460116119403,0.3839169910852077,0.016214508725583356,0.1587429260078303,-0.5114093275115829,-0.18794511097587205,-0.29782640405363925,-0.5256952517453585,0.0324509053836927,-0.6355564628353382,-0.3746744436731626,-0.15222613824200773,-0.2355638393301146,0.11233140838513306,0.08659313092400367,0.33510009110364547,0.2820812386719613,0.4277097852124402,-0.0007192402324691831,0.11377481404292589,0.1917750376059061,0.03556132459262357,-0.09971117526702288,-0.083455968477209,-0.20523886347698522,0.10584217490790006,-0.023601454670692003,-0.18396773450177784,-0.1837100442828209,-0.3357706959604881,0.27153551209043636,0.0218089370118845,-0.23934506571856554,0.22912048292037177,-0.1588159784198771,-0.3985640959949115,0.28938667405865137,-0.15219870648955244,-0.11587090194790974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13013996522251783,0.06991308098837887,0.037821928784380045,0.12881923444707533,0.03186783554672566,0.06328255894012828,0.0308540313412536,0.11851834808459244,0.04874511880130364,0.12956566806189895,0.07326921046906142,0.075750457661749,0.034763480651010197,0.05391636261555969,5.79397193326389,7.849327656741252,0.0,7.056769488572826,-5.044947059665674,0.0,-9.127496713384346,-5.887112218734188,0.0,5.313451774914768,-1.4997244723073493,0.0
1,0.06470294922361496,0.22908694421703424,0.13882481832460397,-0.36057724052181966,-0.5472430247890917,-0.2601177099012082,0.22638755683381082,0.27655041658757606,-0.5481954975219634,-0.3931702855891663,-0.2898328045235936,-0.14318807782954715,-0.33576640982178585,-0.3505575601746804,-0.20259499916522536,0.021262892886674867,-0.29103460306749335,-0.0285473404569199,0.28614085226216857,-0.35188831189243236,-0.05580502395034724,0.2770053233863001,-0.11306348806405864,-0.15507051868936825,0.4250320847350763,-0.11185747845003426,0.40347873827330116,0.1567036616961693,-0.1252432331726101,0.17523386310510497,0.12841841617010116,0.4091132902494918,-0.2197465199476026,0.016513109254512433,-0.024652077170104297,0.2821835739839718,-0.2527223872599726,0.2507004324825541,0.1149571910838627,-0.324642218896646,0.297855308952565,0.5507381926984025,0.2708089964909735,0.38573289044522396,0.023077015636875604,-0.44912679511314074,-0.49849019295460156,0.0689520563509774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03106562156345924,0.024532031008518407,0.12762835256839125,0.032803718655376825,0.18756453837759604,0.18819631122565056,0.11800952226830377,0.13068470110782063,0.07236915408792406,0.031440403425086645,0.06899683561534525,0.018142879099921398,0.016844611281471453,0.03489784873633791,-2.64527824263655,1.709504920317329,0.0,1.3101482680251024,8.103196388927074,0.0,-0.3656641474383946,-11.486351997386208,0.0,11.78023062291544,-4.516009893436973,0.0
2,0.20985902559310882,-0.09979217150283257,-0.3969139126702892,-0.125383257898255,0.10180223123735095,-0.012398489778433757,0.053578663648234444,-0.15547793118260697,0.3012709673376612,0.10195723785773339,0.17422967402181141,0.0472560754552905,0.2574257706627561,0.22512459456198744,-0.4556156207792015,0.18314623483520281,0.3885716473443594,0.5670885511279815,0.12383322402825386,-0.28725794359094214,-0.24144752390228205,-0.12949979363132272,0.05638433917396159,-0.036377386401549604,-0.2088118266289571,-0.20992451061918366,-0.38994719332217564,-0.5796606476743993,-0.024487690624243358,0.4311450724346418,0.5337967758801003,-0.2906181681957407,0.04453406541057196,-0.43510503661304345,-0.3898084477808863,-0.35575150059093485,-0.11070308354753079,-0.08957409895026039,0.1240578740230897,0.3255899234235379,-0.16538347928944738,0.017772475226497133,-0.3255179098570088,-0.40012146365878004,-0.44609322167615173,0.19321573478988932,-0.10056116177241475,-0.5568442062239116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19504024857143537,0.12249014977946487,0.11274822655679548,0.0924123030979627,0.04443644367357239,0.14317834611210598,0.0973127896086723,0.1877843640406854,0.19325860412424958,0.15780066145960978,0.029399581096202818,0.06727837446431732,0.01163374007720444,0.07611204022467143,7.897106510437482,-4.154898713704256,0.0,-13.358637987947105,4.9345044957686355,0.0,-1.2669637631592536,-7.425813573526085,0.0,2.0330421816757394,5.812807312162903,0.0
3,-0.09780268689459502,0.15040362158275142,0.17921083048880906,0.4454823679311898,0.28600342628331316,-0.022852339774440764,0.2997304699598713,-0.08941802138471092,0.06517679525758537,0.3529418474509677,-0.020116379419131726,0.16074600965694494,0.2379608677650855,0.17628817468675428,0.3053316921241433,0.576380446337415,0.17400164053745032,-0.11418763599112326,0.12294259489143276,0.11261265568587114,0.1473685035777531,0.35911078569663357,-0.40453246465351966,0.363631867873285,0.6949728935507715,0.21335393089478064,0.22239195819827448,-0.09075608518900417,0.0023751412871162105,0.26213435468313423,0.2813368026904812,0.32004009995204685,0.27827995646982406,0.3989412174566999,0.34932110458418264,-0.4548747374536729,0.20601832851997487,0.46007162128896695,-0.006591144493121487,0.3711789187898141,-0.22706584245442768,-0.007367392263042737,-0.1540095688442924,0.33129621736396087,0.39405111848067575,-0.02382743109884485,0.28129515266426514,0.396489219654638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968888158512518,0.09466796069170072,0.14199566833057198,0.1232033816867057,0.11166286419703515,0.13641697702057584,0.03538499523356296,0.18341149150329533,0.08012451525706069,0.06030154939123747,0.07174370861409425,0.02849775096740146,0.08966156985608481,0.043639403325075446,0.6421941090910082,-6.527980842750708,0.0,-3.5396135998737748,-1.2225053534596668,0.0,-3.124740136104947,-1.5803647374258958,0.0,3.784852637881727,1.6818024585239186,0.0
4,-0.3749468970623295,0.19123626053569986,-0.3065418615391045,0.25200279501445483,-0.04036402778517812,-0.11348482379852975,-0.021543347548604885,0.6055196229344572,-0.17951322587826057,0.05359804373844027,0.1848520516005337,-0.22768251080387214,-0.6254016603420695,-0.23580111561424824,0.29792517609010294,-0.13416244319777876,-0.09065913291871361,0.35728025840164196,-0.23014299489187615,-0.02533216150689086,-0.4320740388286674,0.09153826334143501,0.0655049281543239,0.22705856956085804,-0.3997537245504628,-0.06697870719696923,-0.44625239209562056,-0.08590398401445247,0.5172208083161417,-0.11195932972067835,-0.32314204391105844,-0.16084221884557653,-0.3811104128168575,-0.3065470528138456,0.15873852169263925,-0.3421539925696971,0.12252147325056756,0.010098436940918616,-0.20850996727265475,0.0891857337444386,-0.3678295009913824,0.32984970939344416,-0.19931730283814988,-0.11027518575188781,-0.1442351237472887,0.1967865974753389,0.15539285447093676,-0.7482747398479699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16048711090809556,0.1693963823942523,0.061461011781698494,0.17835691264340817,0.12941183399425,0.16778092509195966,0.03225735520293195,0.08404142686126856,0.11420434273616653,0.12355887935178238,0.017925724325896494,0.05309265956817405,0.06323891464744197,0.03892760686117382,2.731565861343995,8.58477159877765,0.0,-5.230875254611362,3.8766509287871713,0.0,-1.944979708390747,13.304587842850907,0.0,10.161715944554032,0.7651124257381241,0.0
5,-0.0420194821237105,-0.1321696451502171,-0.011854837836208278,0.19664476485121887,-0.2721756263971625,-0.3320046753796574,0.5023717780902147,-0.24873317031503617,0.11985003584788122,-0.06844192270577858,-0.05343422879315346,0.4841571957545319,-0.03460807679544585,-0.1449945264611849,-0.10959761034364732,-0.2045778301931602,-0.27228802764098675,-0.20294775425412412,0.40098185617778853,0.1715322125049832,-0.08322313088123212,0.23666648936687978,-0.38265515082086915,0.3316610779960379,0.3573610651563533,0.617052190875596,0.2791085892146381,0.12064232423540117,0.35625313491405364,-0.17267415255421084,-0.13384026528929846,-0.021745535974630022,0.46333795147657825,-0.2896970364049161,-0.32563789201889753,0.08006322397421602,0.29156495676081307,-0.2856933030146335,0.2724210081776554,0.5560422819969234,0.48780165188787644,0.14355876328550474,-0.02184213120971102,0.41843996838092196,0.0037137354179544303,0.2267092641613315,0.4721203510954149,0.2013740431113515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03364500987830037,0.1591960144021195,0.033674096811635995,0.08040822173508673,0.15475292252447917,0.14763124979708248,0.02033292829282348,0.056216244281887984,0.15976390761255685,0.04260538717393815,0.03611031247676804,0.024711160551705844,0.018916362832851683,0.07693005962584093,0.61925416639275,3.6844232246023125,0.0,8.877842127199784,3.187138250176247,0.0,5.871625783959132,9.668836462480556,0.0,3.6699038501613472,0.39483751933937583,0.0
6,0.1953033847105468,0.45056212917820704,-0.32092920634317484,0.03931020845455976,-0.35420179307382355,-0.10656513530094683,0.5474794109270444,0.11394207466687907,0.2395996483931436,0.12507299651240447,0.10962515187477039,-0.12711949791091634,-0.1688934626728084,-0.13088285443312725,-0.6507452928362886,-0.019552568155457802,0.05716437630321721,-0.14758108507337425,-0.062510685430518,0.2511532571806135,0.42323885606327677,-0.5729636625726999,-0.380175265455629,0.36017273627462226,0.12100631614992782,0.27619481653925243,0.2676744629074441,0.49611430426298503,-0.06014615458913466,0.32430199396466974,-0.2238963756015546,0.5826208573006747,0.11065582679236927,0.13190691914416167,0.2409100176893199,-0.32984356485858995,-0.25615051161371805,0.0275689359451423,0.08239667185324379,0.4963430679553645,-0.22622645362947114,0.36708010465220753,-0.1270427121471556,-0.13370830508610243,-0.07837305130621292,-0.14602712621970346,0.23273211251647075,-0.18891818537711244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15128126154544672,0.19530725542117242,0.023269955106764467,0.19735268756558874,0.09354703184498954,0.1057536398203921,0.12362945054988372,0.02148317753008222,0.05258294049598322,0.10003717101142008,0.0715613860591358,0.07960704724540173,0.021818686419978098,0.031038924581996634,-7.963726310555671,6.513920191328737,0.0,7.325681833382163,0.2993782826288225,0.0,-6.574955117400066,0.005582106109500273,0.0,7.578691668956878,0.5667118972829428,0.0
7,0.18336206854179526,0.11915927486562736,-0.22773010814229838,-0.40992123550178255,0.34964516450399896,0.132012170769674,-0.18481509842235821,0.35327663940387544,0.04094985659530808,0.09463817364737155,-0.3100818071246057,-0.45121862198846585,-0.4329281546854674,0.5743720861006656,-0.22819361172508054,0.01797082414523681,0.12673290126312078,-0.005741737109526231,-0.04127499617436502,-0.04724170278721,0.12842598990671622,-0.2782348288229021,-0.11788075224405947,-0.6164435622596192,-0.5585261010473278,-0.38914447330333224,0.2559462740953345,-0.0817539508204538,0.20907701744499588,0.11538550037167035,0.07740218918993007,-0.2809516932118668,0.022300689630778317,0.0757309434664837,0.6549018825998565,-0.10297001331525567,0.20190095833770905,-0.034158283992242876,-0.1936374776914756,0.2397640747644488,0.5215822701296858,0.07224482443622823,-0.18276905061355622,0.12509324582220016,0.07476975573525337,0.5931014301123106,0.19859281493677391,-0.24981278834956314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18760725208728843,0.11126806239689825,0.050507809408655874,0.04564654993391752,0.18137048572783124,0.1789893514745162,0.06503068256074868,0.13186445163451033,0.04985672869163012,0.06152290010759699,0.0836529845264012,0.04214127680277717,0.026681491962080667,0.051929805729709476,-5.0575876298460685,12.205714558037982,0.0,5.046054497299139,11.975732422822148,0.0,4.975583331552286,9.747794029089704,0.0,10.592968363445834,-7.116300451943687,0.0
8,0.017049081054932552,0.2119118504466075,0.37018960583634214,-0.4774080439292657,-0.034441129695492394,-0.28538709162686643,-0.05958677546988151,-0.3427587666425392,-0.49212455542380135,-0.3594747378054881,-0.15082202243025583,0.15982410340663172,-0.22090848204742636,-0.2349693794626185,0.10740531227513307,0.07784018897852257,0.4620069648805264,0.2536923538423634,-0.33784621694319616,-0.22082917279051234,0.24582869352179668,-0.2919563229163197,-0.10681086530897133,-0.5632806654637179,-0.35431528658526457,0.34150461519515607,0.045337464453947464,-0.17056762499378386,-0.13246615045115873,0.4651355957286304,-0.1789714957314032,0.12898466876083736,0.2374588109392164,0.3937312766010543,-0.23190097737788828,-0.38132563904442796,-0.29955895707757685,0.19841619231618404,0.5406425420622948,0.2078513019546323,-0.17900040702948952,0.3223993940532933,-0.15448142984754443,-0.27389507514829514,-0.10914590937016994,-0.19137382001395858,-0.23114655082356175,0.40234559675015563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0754235515313332,0.03880368068171594,0.15920453517084118,0.11106681878289738,0.13569783184781017,0.030055907978534573,0.060321863311100565,0.1139219816345251,0.03467961185565424,0.0487894628968301,0.011750520455292941,0.08291908224607235,0.04449911420583374,0.013601635217629662,-7.411944602832591,-4.2135590457396574,0.0,9.41124250852269,9.887691943185075,0.0,3.1126941399503494,-4.264163189384647,0.0,3.3232994477352236,-4.819694485064389,0.0
9,-0.04959148314577899,-0.3294523273058845,-0.007143706106468538,0.21151743125847935,0.18949867333683554,0.370003280172018,0.49637805619152137,0.24556664838168576,0.06560433714332625,0.12022531809386999,-0.2010289244459628,0.2797447713036135,0.38108346910824,0.29988269043952226,0.1601751367793198,-0.06928382470749474,-0.10248368930968263,-0.04600176011277602,-0.16146800890644067,0.06074105021473773,-0.6184160666312941,-0.11914690973732922,0.015069533759236626,0.5532124002736426,0.0012479079611744629,0.011636765069364067,-0.23499349517540186,0.48478141096272803,-0.22931552552998835,0.5730981390827622,-0.25897781137516945,0.3295682310105566,-0.01984398268432382,-0.19683059761526286,0.3533537099542938,0.46497138300630114,-0.05341356979806255,-0.006962915023287847,-0.11878910443922693,0.06450525853333959,-0.31515125380490777,-0.7754203931545051,-0.41357926428125674,-0.04888525587992974,-0.23659203900206074,-0.026003570426376688,-0.11332908416731356,-0.15620532221576836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04764705415218021,0.11931020436508005,0.16858731673574529,0.11843517009490909,0.10964653665720217,0.19740402015877392,0.08995470919462159,0.08917461304230191,0.03324470951988787,0.1605911376081826,0.01541754854314685,0.020892447696854586,0.014540611769297725,0.02539074668950634,-5.587053273616334,-6.092880174156676,0.0,-3.162636533323706,1.5085094405656037,0.0,-7.935501849141076,-0.16902038853791623,0.0,-8.386429331840873,2.5743273546528087,0.0
